iter	Logloss
0	0.4906063908
1	0.3435451864
2	0.2494302471
3	0.2055265076
4	0.1478216907
5	0.1052328896
6	0.07615542064
7	0.05816964757
8	0.04324989381
9	0.03306025808
10	0.02542584924
11	0.0200798828
12	0.01612495702
13	0.01339308361
14	0.01094420191
15	0.009261177957
16	0.008003777711
17	0.007003544244
18	0.005995663808
19	0.005365580552
20	0.005223528206
21	0.004876303736
22	0.004513151715
23	0.004259817035
24	0.003858554427
25	0.003616896214
26	0.003600171406
27	0.003327934205
28	0.003313322014
29	0.003080298456
30	0.002905445496
31	0.002900592345
32	0.002887960047
33	0.002881476732
34	0.002828440383
35	0.00282362411
36	0.00281498124
37	0.002814968729
38	0.002807347358
39	0.00279981096
40	0.002799804705
41	0.002799804705
42	0.002788168522
43	0.002778535669
44	0.002776084106
45	0.00277607487
46	0.002776041207
47	0.002776032115
48	0.002776029066
49	0.002629180916
50	0.002516587784
51	0.002516587065
52	0.002516587065
53	0.002516582774
54	0.002516575614
55	0.002516568666
56	0.002516568666
57	0.002516567222
58	0.002516563264
59	0.002516545305
60	0.00251653192
61	0.00251653192
62	0.00251653192
63	0.002516527953
64	0.002516527953
65	0.002516529851
66	0.002516523531
67	0.002516523531
68	0.00251648234
69	0.00251648234
70	0.002516464981
71	0.002516461582
72	0.002516461582
73	0.002516455332
74	0.002516445627
75	0.002516445627
76	0.002516422109
77	0.002516420538
78	0.002516420538
79	0.002516413208
80	0.002516413543
81	0.002516403077
82	0.002516403077
83	0.002516403077
84	0.00251639411
85	0.00251639411
86	0.002516389553
87	0.002516370688
88	0.002516367905
89	0.002516365227
90	0.002516359764
91	0.002466598251
92	0.002466593579
93	0.002466593579
94	0.002466589391
95	0.002466588634
96	0.002466588634
97	0.002466588634
98	0.002466574547
99	0.002466574547
100	0.002466568857
101	0.002456312802
102	0.002456308861
103	0.002456303705
104	0.00245630049
105	0.002456294667
106	0.002456281258
107	0.002452154304
108	0.002452155461
109	0.002452141794
110	0.002452139653
111	0.002452132652
112	0.002452126117
113	0.002452119225
114	0.002452119225
115	0.002452120474
116	0.002452115876
117	0.002452113686
118	0.002452113686
119	0.002452112945
120	0.002452112945
121	0.002452112945
122	0.002452100122
123	0.00245208917
124	0.002452087348
125	0.002452087348
126	0.002452087348
127	0.002452090436
128	0.002452090436
129	0.002452084563
130	0.002452084563
131	0.002452076211
132	0.002452069515
133	0.002452066475
134	0.002452061318
135	0.002452061318
136	0.00245205628
137	0.002452048479
138	0.002452043091
139	0.002452043091
140	0.002452043091
141	0.002452038371
142	0.002452038371
143	0.002452038371
144	0.002452038371
145	0.002452028178
146	0.002452021724
147	0.002447490793
148	0.002447490793
149	0.002447489189
150	0.002447481508
151	0.002447481508
152	0.002447477706
153	0.002447477706
154	0.002447477706
155	0.002447473166
156	0.002447471606
157	0.002447472158
158	0.002447466836
159	0.002447466836
160	0.002447452488
161	0.002447452989
162	0.002447441017
163	0.002447441017
164	0.002447436658
165	0.002447433073
166	0.002443676301
167	0.002443676063
168	0.002443673927
169	0.002443673927
170	0.002443667051
171	0.002443655717
172	0.002443617687
173	0.002443617687
174	0.002443617687
175	0.002443619696
176	0.002443619696
177	0.002443616887
178	0.002443612333
179	0.002443603066
180	0.002443603066
181	0.002365009895
182	0.002364996951
183	0.002364996951
184	0.002364997373
185	0.002364996906
186	0.002364993783
187	0.002364993783
188	0.002364990731
189	0.002364990731
190	0.002364987761
191	0.002364986786
192	0.002364982045
193	0.002364980995
194	0.002364980995
195	0.002364980995
196	0.002364979644
197	0.002364979644
198	0.002364977244
199	0.002364975467
200	0.002364968626
201	0.002364968626
202	0.00236488785
203	0.00236488785
204	0.00236488785
205	0.002364885092
206	0.002358772349
207	0.002358762501
208	0.002358762043
209	0.002358760403
210	0.002358754811
